1244;26/06/2020;2474,56
1245;27/06/2020;3848,11
1246;28/06/2020;669,03
1247;29/06/2020;1010,8
1248;30/06/2020;4289,83
1249;01/07/2020;3476,82
1250;02/07/2020;3105,43
1251;03/07/2020;2123,87
1252;04/07/2020;4851,95
1253;05/07/2020;1004,48
1254;06/07/2020;134,45
1255;07/07/2020;741,7
1256;08/07/2020;1435,09
1257;09/07/2020;2808,27
1258;10/07/2020;3105,35
1259;11/07/2020;2016,29
1260;12/07/2020;1771,94
1261;13/07/2020;337,6
1262;14/07/2020;1990,5
1263;15/07/2020;1044,13
1264;16/07/2020;3181,55
1265;17/07/2020;3844,01
1266;18/07/2020;385,76
1267;19/07/2020;1268,72
1268;20/07/2020;567,58
1269;21/07/2020;1864,26
1270;22/07/2020;2710,82
1271;23/07/2020;3023,62
1272;24/07/2020;36,54
1273;25/07/2020;1424,64
1274;26/07/2020;3271,55
1275;27/07/2020;3001,02
1276;28/07/2020;3871,31
1277;29/07/2020;2648,42
1278;30/07/2020;484,71
1279;31/07/2020;1045,7
1280;01/08/2020;2370,11
1281;02/08/2020;3178,21
1282;03/08/2020;3728,68
1283;04/08/2020;3231,23
1284;05/08/2020;4693,45
1285;06/08/2020;3998,41
1286;07/08/2020;4972,93
1287;08/08/2020;4436,8
1288;09/08/2020;2020,38
1289;10/08/2020;1229,55
1290;11/08/2020;4701,95
1291;12/08/2020;4606,7
1292;13/08/2020;2905,65
1293;14/08/2020;2522,96
1294;15/08/2020;3931,13
1295;16/08/2020;1491,85
1296;17/08/2020;4026,6
1297;18/08/2020;624,69
1298;19/08/2020;4728,26
1299;20/08/2020;620,97
1300;21/08/2020;908,91
1301;22/08/2020;1360,59
1302;23/08/2020;3323,56
1303;24/08/2020;4367,82
1304;25/08/2020;913,98
1305;26/08/2020;2901,48
1306;27/08/2020;1401,15
1307;28/08/2020;2490,54
1308;29/08/2020;1622,64
1309;30/08/2020;420,17
1310;31/08/2020;3771,4
1311;01/09/2020;3186,47
1312;02/09/2020;1998,16
1313;03/09/2020;3138,34
1314;04/09/2020;3050,43
1315;05/09/2020;2296,68
1316;06/09/2020;438,84
1317;07/09/2020;4356,97
1318;08/09/2020;287,48
1319;09/09/2020;2064,48
1320;10/09/2020;422,51
1321;11/09/2020;4388,52
1322;12/09/2020;4744
1323;13/09/2020;195
1324;14/09/2020;987,24
1325;15/09/2020;823,45
1326;16/09/2020;3650,04
1327;17/09/2020;30,84
1328;18/09/2020;183,23
1329;19/09/2020;4800,69
1330;20/09/2020;1226,43
1331;21/09/2020;2941,96
1332;22/09/2020;3960,22
1333;23/09/2020;2574,93
1334;24/09/2020;2468,21
1335;25/09/2020;404,72
1336;26/09/2020;1931,49
1337;27/09/2020;359,68
1338;28/09/2020;1531,45
1339;29/09/2020;4220,34
1340;30/09/2020;3249,81
1341;01/10/2020;668,57
1342;02/10/2020;490,54
1343;03/10/2020;3477,83
1344;04/10/2020;2609,15
1345;05/10/2020;4859,41
1346;06/10/2020;4464,99
1347;07/10/2020;1399,17
1348;08/10/2020;3339,72
1349;09/10/2020;558,76
1350;10/10/2020;290,1
1351;11/10/2020;3385,36
1352;12/10/2020;4176,77
1353;13/10/2020;1486,11
1354;14/10/2020;176,97
1355;15/10/2020;1453,7
1356;16/10/2020;4080,79
1357;17/10/2020;3062,32
1358;18/10/2020;3927,88
1359;19/10/2020;3232,6
1360;20/10/2020;125,29
1361;21/10/2020;3426,85
1362;22/10/2020;2523,04
1363;23/10/2020;3921,94
1364;24/10/2020;88,79
1365;25/10/2020;196,75
1366;26/10/2020;3487,47
1367;27/10/2020;2129,83
1368;28/10/2020;1661,24
1369;29/10/2020;1083,78
1370;30/10/2020;2496,96
1371;31/10/2020;2862,7
1372;01/11/2020;1135,38
1373;02/11/2020;2559,07
1374;03/11/2020;237,69
1375;04/11/2020;3691,36
1376;05/11/2020;4026,74
1377;06/11/2020;4248,86
1378;07/11/2020;1338,37
1379;08/11/2020;4010,37
1380;09/11/2020;3053,63
1381;10/11/2020;2925,47
1382;11/11/2020;1296,67
1383;12/11/2020;981,61
1384;13/11/2020;1032,8
1385;14/11/2020;3135,34
1386;15/11/2020;590,14
1387;16/11/2020;662,9
1388;17/11/2020;3187,21
1389;18/11/2020;2878,15
1390;19/11/2020;2570,76
1391;20/11/2020;3195,43
1392;21/11/2020;3489,95
1393;22/11/2020;1921,82
1394;23/11/2020;785,78
1395;24/11/2020;197,2
1396;25/11/2020;2164,7
1397;26/11/2020;3996,07
1398;27/11/2020;3529,69
1399;28/11/2020;2118,68
1400;29/11/2020;2471,22
1401;30/11/2020;4659,46
1402;01/12/2020;1485,68
1403;02/12/2020;2092,05
1404;03/12/2020;2056,24
1405;04/12/2020;825,71
1406;05/12/2020;190,26
1407;06/12/2020;2311,92
1408;07/12/2020;1102,2
1409;08/12/2020;2222,72
1410;09/12/2020;371,47
1411;10/12/2020;4868,53
1412;11/12/2020;187,14
1413;12/12/2020;2975,99
1414;13/12/2020;4491,55
1415;14/12/2020;748,99
1416;15/12/2020;3160,21
1417;16/12/2020;777,99
1418;17/12/2020;896,1
1419;18/12/2020;2779,29
1420;19/12/2020;2548,27
1421;20/12/2020;1204,9
1422;21/12/2020;2698,79
1423;22/12/2020;3108,27
1424;23/12/2020;1227,92
1425;24/12/2020;197,18
1426;25/12/2020;1588,23
1427;26/12/2020;2515,26
1428;27/12/2020;1875
1429;28/12/2020;688,39
1430;29/12/2020;1355,18
1431;30/12/2020;863,23
1432;31/12/2020;274,23
1433;01/01/2021;3696,9
1434;02/01/2021;3098,18
1435;03/01/2021;925,15
1436;04/01/2021;1553,48
1437;05/01/2021;1237,38
1438;06/01/2021;3332,91
1439;07/01/2021;801,01
1440;08/01/2021;209,66
1441;09/01/2021;660,91
1442;10/01/2021;3814,16
1443;11/01/2021;2035,17
1444;12/01/2021;3009,14
1445;13/01/2021;4904,7
1446;14/01/2021;1080,28
1447;15/01/2021;2657,76
1448;16/01/2021;1524,37
1449;17/01/2021;4467,61
1450;18/01/2021;3885,63
1451;19/01/2021;932,07
1452;20/01/2021;1041,2
1453;21/01/2021;4945,33
1454;22/01/2021;1953,74
1455;23/01/2021;4431,27
1456;24/01/2021;1503,92
1457;25/01/2021;2404,26
1458;26/01/2021;2685,58
1459;27/01/2021;4294,86
1460;28/01/2021;184,54
1461;29/01/2021;3993,88
1462;30/01/2021;3997,36
1463;31/01/2021;927,1
1464;01/02/2021;2768,75
1465;02/02/2021;4822,79
1466;03/02/2021;2105,42
1467;04/02/2021;506,03
1468;05/02/2021;2577,9
1469;06/02/2021;4460,05
1470;07/02/2021;3876,4
1471;08/02/2021;141,97
1472;09/02/2021;925,99
1473;10/02/2021;2227,6
1474;11/02/2021;722,61
1475;12/02/2021;2170,17
1476;13/02/2021;2759,9
1477;14/02/2021;3935
1478;15/02/2021;4224,79
1479;16/02/2021;3515,25
1480;17/02/2021;1906,27
1481;18/02/2021;4419,02
1482;19/02/2021;2409,68
1483;20/02/2021;4005,84
1484;21/02/2021;4301,96
1485;22/02/2021;516,15
1486;23/02/2021;3045,82
1487;24/02/2021;352,01
1488;25/02/2021;2677,48
1489;26/02/2021;4808,79
1490;27/02/2021;4164,16
1491;28/02/2021;1361,88
1492;01/03/2021;1109,28
1493;02/03/2021;1303,74
1494;03/03/2021;532,31
1495;04/03/2021;1914,47
1496;05/03/2021;1303,76
1497;06/03/2021;4503,93
1498;07/03/2021;1298,11
1499;08/03/2021;2664,23
